Tahun;Bulan;tgl;temp7;temp13;temp18;temp_avg;temp_24;temp_max;temp_min;CH;light_hour;light_per;pck;tgl;press;humid7;humid13;humid18;humid_avg;humid_24;ws_abg;mod_dir;max_ws;dir;rainfall_category
2021;7;08.00;25.08.00;33.05.00;29.02.00;28.06.00;28.06.00;34.02.00;25.08.00;-;04.07;58.75;     ;08.00;1010.08.00;8.243.015.182.694.720;5.400.172.038.105.070;7.667.978.016.846.960;74.00.00;75.00.00;3.625;S;08.00;50.00.00;
2021;7;09.00;27.07.00;33.04.00;28.04.00;29.03.00;28.09.00;34.05.00;26.04.00;-;04.06;5.749.999.999.999.990;     ;09.00;1010.02.00;8.315.154.065.464.400;61.686.289.189.657.100;8.052.370.980.548.100;77.00.00;79.00.00;4.541.666.666.666.660;TG;13.00;50.00.00;
2021;7;10.00;26.08.00;34.01.00;28.08.00;29.01.00;29.02.00;34.01.00;26.08.00;TTU;03.09;48.75;  RA  ;10.00;1009.02.00;8.968.028.854.656.960;58.284.375.417.797.300;7.927.546.788.372.950;79.00.00;79.00.00;7.375;TG;15.00;140.00.00;
2021;7;11.00;28.04.00;33.04.00;29.02.00;29.09.00;29.04.00;33.06.00;26.00.00;-;07.09;98.75;     ;11.00;1010.02.00;8.195.632.530.464.320;59.425.344.364.611.200;7.531.198.191.091.580;75.00.00;75.00.00;7.833.333.333.333.330;S;18.00;160.00.00;
2021;7;12.00;26.04.00;33.02.00;29.04.00;28.09.00;28.07.00;33.04.00;24.03.00;-;06.09;86.25.00;     ;12.00;1010.06.00;8.418.481.319.440.740;54.836.446.564.128.000;6.875.058.352.877.460;73.00.00;74.00.00;5.125;TG;17.00;140.00.00;
2021;7;13.00;24.08.00;34.06.00;29.08.00;28.05.00;29.03.00;35.04.00;24.08.00;-;07.08;97.05.00;     ;13.00;1010.01.00;8.839.306.415.806.040;46.193.168.431.851.900;6.389.064.378.323.950;72.00.00;68.00.00;39.166.666.666.666.600;TG;12.00;130.00.00;
2021;7;14.00;25.04.00;33.06.00;29.02.00;28.04.00;28.09.00;35.02.00;24.04.00;-;07.07;96.25.00;     ;14.00;1009.07.00;8.460.401.329.873.760;4.171.015.887.789.000;7.260.634.996.395.850;71.00.00;69.00.00;04.00;U;11.00;130.00.00;
2021;7;15.00;25.07.00;32.00.00;29.04.00;28.02.00;28.04.00;33.08.00;24.00.00;-;07.08;97.05.00;     ;15.00;1011.05.00;7.632.690.627.267.920;50.481.169.604.251.500;6.486.857.010.352.390;67.00.00;65.00.00;6.875;TG;21.00;150.00.00;
2021;7;16.00;24.02.00;31.02.00;29.08.00;27.04.00;27.09.00;33.00.00;24.00.00;-;04.05;56.25.00;     ;16.00;1012.07.00;8.336.125.761.542.940;5.422.144.165.282.680;5.409.821.881.857.820;69.00.00;68.00.00;03.25;B;07.00;320.00.00;
2021;7;17.00;25.02.00;31.09.00;28.08.00;27.08.00;28.02.00;32.04.00;25.00.00;-;04.03;53.75;     ;17.00;1012.04.00;8.063.632.775.645.900;54.840.733.340.877.000;7.102.877.367.431.510;72.00.00;73.00.00;37.083.333.333.333.300;TG;12.00;130.00.00;
2021;7;18.00;25.09.00;32.08.00;29.07.00;28.06.00;29.00.00;33.05.00;25.07.00;-;06.05;81.25.00;     ;18.00;1010.08.00;8.170.602.339.482.990;5.727.982.248.427.740;6.894.167.679.367.310;72.00.00;72.00.00;4.416.666.666.666.660;TG;12.00;110.00.00;
2021;7;19.00;26.07.00;33.07.00;30.00.00;29.03.00;29.06.00;34.00.00;25.08.00;-;07.08;97.05.00;     ;19.00;1011.07.00;8.810.986.642.175.150;563.360.674.609.214;7.304.873.549.906.260;76.00.00;74.00.00;6.041.666.666.666.660;TG;14.00;140.00.00;
2021;7;20.00;26.00.00;34.00.00;29.09.00;29.00.00;29.07.00;35.06.00;25.09.00;-;07.08;97.05.00;     ;20.00;1012.01.00;8.327.457.998.973.730;5.335.288.760.163.020;6.586.032.345.448.310;71.00.00;70.00.00;05.00;TG;11.00;140.00.00;
2021;7;21.00;26.00.00;33.02.00;29.06.00;28.07.00;29.05.00;34.00.00;25.08.00;-;07.08;97.05.00;     ;21.00;1013.01.00;840.423.342.777.414;57.039.869.462.245.600;6.758.032.172.685.270;73.00.00;70.00.00;3.875;TG;12.00;110.00.00;
2021;7;22.00;26.04.00;33.00.00;29.02.00;28.08.00;29.01.00;34.04.00;25.06.00;TTU;04.05;56.25.00;  RA  ;22.00;1011.08.00;8.571.477.167.459.540;56.880.521.396.064.000;7.126.834.341.854.760;75.00.00;74.00.00;5.208.333.333.333.330;TG;11.00;150.00.00;
2021;7;23.00;25.06.00;34.03.00;30.00.00;28.09.00;29.01.00;35.00.00;25.00.00;-;07.07;96.25.00;     ;23.00;1011.03.00;854.548.699.350.217;49.443.814.726.018.000;6.912.982.537.493.670;72.00.00;70.00.00;04.05;TG;11.00;130.00.00;
2021;7;24.00.00;25.09.00;34.02.00;29.02.00;28.08.00;28.07.00;34.03.00;23.04;-;07.08;97.05.00;     ;24.00.00;1012.08.00;8.323.671.719.422.390;4.731.442.463.868.270;6.153.854.195.734.700;69.00.00;69.00.00;4.625;TG;13.00;130.00.00;
2021;7;25.00.00;24.03.00;33.01.00;28.06.00;27.06.00;28.00.00;33.06.00;22.08;-;07.08;97.05.00;     ;25.00.00;1012.09.00;8.500.756.484.529.370;5.096.658.013.861.570;7.090.709.427.485.380;73.00.00;70.00.00;4.625;TG;13.00;150.00.00;
2021;7;26.00.00;23.04;33.05.00;29.02.00;27.04.00;28.00.00;33.05.00;22.06;-;07.08;97.05.00;     ;26.00.00;1011.06.00;863.325.590.892.943;4.715.056.732.230.780;6.666.161.429.376.070;72.00.00;70.00.00;5.125;TG;12.00;140.00.00;
2021;7;27.00.00;23.04;32.03.00;28.02.00;26.08.00;27.08.00;33.09.00;23.00;-;07.08;97.05.00;     ;27.00.00;1013.03.00;863.325.590.892.943;5.131.055.197.347.450;6.661.794.985.770.300;73.00.00;70.00.00;4.875;TG;14.00;150.00.00;
2021;7;28.00.00;23.09;32.06.00;29.00.00;27.04.00;28.02.00;33.07.00;23.04;-;07.08;97.05.00;     ;28.00.00;1012.03.00;8.567.884.783.076.240;52.677.307.430.286.900;6.522.251.690.366.720;72.00.00;68.00.00;4.916.666.666.666.660;S;10.00;130.00.00;
2021;7;29.00.00;24.04.00;32.06.00;30.01.00;27.09.00;29.01.00;34.00.00;24.04.00;-;07.08;97.05.00;     ;29.00.00;1012.08.00;8.424.028.466.547.000;4.889.566.707.418.050;659.980.489.099.159;71.00.00;69.00.00;36.666.666.666.666.600;TG;11.00;80.00.00;
2021;7;30.00.00;25.08.00;32.09.00;30.00.00;28.06.00;29.01.00;34.04.00;25.04.00;-;06.09;86.25.00;     ;30.00.00;1012.05.00;8.396.993.098.278.610;56.243.142.362.303.500;717.328.099.909.835;74.00.00;75.00.00;4.791.666.666.666.660;TG;11.00;130.00.00;
2021;7;31.00.00;25.08.00;33.06.00;29.02.00;28.06.00;29.00.00;35.00.00;24.08.00;-;07.07;96.25.00;     ;31.00.00;1011.09.00;8.786.856.847.981.740;5.354.816.481.542.690;7.531.198.191.091.580;76.00.00;72.00.00;4.208.333.333.333.330;TG;10.00;130.00.00;
2021;8;01.00;25.02.00;33.04.00;29.02.00;28.03.00;28.08.00;34.00.00;25.02.00;-;07.07;96.25.00;     ;01.00;1012.04.00;8.532.062.433.157.780;55.002.618.204.861.200;706.030.049.832.072;74.00.00;72.00.00;4.541.666.666.666.660;T;15.00;150.00.00;
2021;8;02.00;25.04.00;34.00.00;29.08.00;28.07.00;29.05.00;34.02.00;25.04.00;-;07.08;97.05.00;     ;02.00;1012.01.00;9.015.280.438.641.370;5.020.373.482.346.910;7.161.848.531.643.070;76.00.00;71.00.00;4.708.333.333.333.330;TG;13.00;130.00.00;
2021;8;03.00;25.06.00;34.08.00;29.02.00;28.08.00;29.04.00;34.08.00;25.02.00;-;05.09;73.75;     ;03.00;1013.00.00;854.548.699.350.217;5.297.208.646.042.070;739.542.007.513.979;74.00.00;75.00.00;4.458.333.333.333.330;TG;13.00;150.00.00;
2021;8;04.00;26.00.00;34.07.00;29.04.00;29.00.00;29.03.00;35.08.00;25.02.00;01.02;07.08;97.05.00;  RA  ;04.00;1013.08.00;8.792.320.360.553.810;50.824.381.639.328.700;7.138.626.869.012.100;75.00.00;74.00.00;6.458.333.333.333.330;TG;17.00;150.00.00;
2021;8;05.00;26.01.00;33.05.00;29.05.00;28.08.00;29.05.00;35.05.00;26.00.00;-;07.07;96.25.00;     ;05.00;1013.08.00;8.873.320.626.629.460;5.346.302.249.795.580;7.144.477.393.192.950;76.00.00;72.00.00;6.708.333.333.333.330;TG;18.00;150.00.00;
2021;8;06.00;27.03.00;33.04.00;29.05.00;29.04.00;29.06.00;33.08.00;26.04.00;-;07.07;96.25.00;     ;06.00;1013.01.00;8.300.568.613.642.000;58.865.324.783.120.500;7.750.580.158.753.320;76.00.00;73.00.00;7.583.333.333.333.330;TG;18.00;140.00.00;
2021;8;07.00;27.08.00;33.05.00;28.01.00;29.03.00;29.03.00;35.00.00;26.07.00;-;07.01;88.75;     ;07.00;1012.07.00;7.811.747.850.561.420;58.940.476.305.099;8.256.679.095.122.320;74.00.00;77.00.00;7.041.666.666.666.660;TG;17.00;160.00.00;
2021;8;08.00;27.07.00;34.00.00;30.04.00;30.00.00;29.09.00;34.05.00;26.06.00;-;07.01;88.75;     ;08.00;1013.00.00;838.881.019.169.581;58.209.363.090.969.300;7.457.811.767.655.980;75.00.00;75.00.00;6.166.666.666.666.660;TG;15.00;140.00.00;
2021;8;09.00;27.06.00;33.02.00;29.06.00;29.05.00;29.06.00;35.02.00;26.06.00;TTU;07.09;98.75;  RA  ;09.00;1012.09.00;8.459.440.032.172.170;6.154.556.501.029.600;782.359.623.324.487;77.00.00;75.00.00;5.958.333.333.333.330;TG;13.00;130.00.00;
2021;8;10.00;27.07.00;34.03.00;28.06.00;29.06.00;28.04.00;34.06.00;23.06;-;07.06;95.00.00;     ;10.00;1012.03.00;8.315.154.065.464.400;5.098.946.197.108.180;7.362.742.554.694.280;73.00.00;73.00.00;5.375;TG;12.00;130.00.00;
2021;8;11.00;24.05.00;32.08.00;29.01.00;27.07.00;28.06.00;35.07.00;24.03.00;-;07.07;96.25.00;     ;11.00;1013.00.00;8.588.228.248.723.750;4.802.955.685.197.640;646.496.419.657.526;71.00.00;68.00.00;5.625;TG;15.00;130.00.00;
2021;8;12.00;25.00.00;33.09.00;29.06.00;28.04.00;29.03.00;34.04.00;25.00.00;-;07.01;88.75;     ;12.00;1013.02.00;852.523.915.505.629;5.115.727.954.278.810;7.282.982.508.039.590;74.00.00;70.00.00;6.875;TG;15.00;140.00.00;
2021;8;13.00;26.04.00;35.00.00;29.00.00;29.02.00;29.03.00;35.03.00;25.05.00;TTU;07.02;90.00.00;  RA  ;13.00;1011.08.00;8.115.807.983.141.400;4.608.161.469.651.010;779.671.551.350.185;72.00.00;73.00.00;4.625;TG;12.00;80.00.00;
2021;8;14.00;26.01.00;34.02.00;30.04.00;29.02.00;29.08.00;34.04.00;25.09.00;-;07.08;97.05.00;     ;14.00;1011.06.00;8.639.302.130.901.600;4.731.442.463.868.270;7.130.896.090.281.320;73.00.00;71.00.00;6.583.333.333.333.330;TG;17.00;150.00.00;
2021;8;15.00;27.00.00;33.08.00;30.01.00;29.05.00;29.09.00;35.04.00;26.05.00;-;07.07;96.25.00;     ;15.00;1012.00.00;7.992.959.762.455.770;5.641.527.663.544.900;6.983.772.939.572.250;72.00.00;72.00.00;7.833.333.333.333.330;TG;17.00;140.00.00;
2021;8;16.00;26.05.00;33.02.00;29.08.00;29.00.00;29.04.00;34.08.00;25.04.00;00.07;07.08;97.05.00;  RA  ;16.00;1013.06.00;8.651.392.440.312.200;5.593.409.834.690.550;6.389.064.378.323.950;73.00.00;69.00.00;6.375;TG;16.00;130.00.00;
2021;8;17.00;26.02.00;34.06.00;30.04.00;29.04.00;29.08.00;34.08.00;25.04.00;-;07.08;97.05.00;     ;17.00;1013.03.00;7.807.670.594.017.170;4.276.135.916.553.570;6.308.544.839.275.150;66.00.00;66.00.00;0,177083333;TG;11.00;160.00.00;
2021;8;18.00;26.07.00;32.06.00;30.00.00;29.00.00;29.01.00;33.04.00;25.04.00;-;05.00;62.05.00;     ;18.00;1011.03.00;8.128.330.030.681.550;57.119.441.728.229.800;6.912.982.537.493.670;72.00.00;73.00.00;03.00;TG;15.00;140.00.00;
2021;8;19.00;26.02.00;33.04.00;29.06.00;28.09.00;29.00.00;34.04.00;25.00.00;-;07.02;90.00.00;     ;19.00;1010.04.00;8.565.084.461.599.140;5.445.890.182.762.070;6.629.178.756.270.360;73.00.00;72.00.00;3.875;TG;11.00;280.00.00;
2021;8;20.00;26.01.00;34.05.00;29.04.00;29.00.00;29.03.00;36.00.00;25.04.00;TTU;06.09;86.25.00;  RA  ;20.00;1011.06.00;8.103.081.695.581.580;4.962.453.269.193.970;7.271.866.605.592.310;71.00.00;71.00.00;0,21875;TG;15.00;150.00.00;
2021;8;21.00;26.03.00;33.08.00;30.03.00;29.02.00;29.05.00;35.08.00;25.05.00;-;07.05;93.75;     ;21.00;1011.08.00;818.701.625.185.645;52.651.813.296.363.800;6.867.426.249.286.540;71.00.00;71.00.00;4.958.333.333.333.330;TG;12.00;130.00.00;
2021;8;22.00;26.00.00;34.02.00;30.02.00;29.01.00;29.04.00;35.00.00;24.05.00;-;07.06;95.00.00;     ;22.00;1012.01.00;855.862.252.803.843;4.731.442.463.868.270;6.418.185.969.838.070;71.00.00;69.00.00;05.00;TG;12.00;130.00.00;
2021;8;23.00;25.00.00;32.08.00;29.05.00;28.01.00;28.08.00;34.07.00;24.02.00;-;07.09;98.75;     ;23.00;1011.08.00;8.367.229.545.386;4.855.792.625.152.140;6.177.664.129.892.520;69.00.00;68.00.00;05.25;TG;15.00;150.00.00;
2021;8;24.00.00;24.05.00;33.04.00;30.00.00;28.01.00;28.08.00;34.04.00;24.04.00;-;07.09;98.75;     ;24.00.00;1011.08.00;874.985.649.581.249;51.238.271.843.139.600;6.403.700.658.681.630;73.00.00;68.00.00;05.00;TG;13.00;120.00.00;
2021;8;25.00.00;25.07.00;33.07.00;29.08.00;28.07.00;28.07.00;36.00.00;24.04.00;-;07.09;98.75;     ;25.00.00;1011.05.00;8.085.787.971.678.420;4.581.521.404.427.530;6.642.898.956.944.070;68.00.00;67.00.00;4.458.333.333.333.330;TG;13.00;150.00.00;
2021;8;26.00.00;25.00.00;34.02.00;29.00.00;28.03.00;28.05.00;34.04.00;23.06;-;07.09;98.75;     ;26.00.00;1011.02.00;8.210.352.798.927.160;42.347.191.493.292.900;645.758.961.059.234;68.00.00;64.00.00;4.583.333.333.333.330;TG;15.00;130.00.00;
2021;8;27.00.00;24.02.00;33.09.00;30.00.00;28.01.00;29.01.00;33.09.00;23.07;-;07.06;95.00.00;     ;27.00.00;1010.09.00;8.176.217.323.890.570;4.550.903.043.940.910;678.426.000.449.919;69.00.00;67.00.00;4.041.666.666.666.660;T;10.00;130.00.00;
2021;8;28.00.00;27.01.00;33.07.00;29.08.00;29.04.00;29.05.00;35.04.00;25.04.00;-;07.01;88.75;     ;28.00.00;1009.08.00;7.705.820.519.582.210;4.785.810.308.891.960;6.642.898.956.944.070;67.00.00;69.00.00;6.291.666.666.666.660;TG;14.00;150.00.00;
2021;8;29.00.00;26.04.00;33.05.00;30.01.00;29.01.00;30.00.00;35.05.00;26.04.00;-;07.08;97.05.00;     ;29.00.00;1009.09.00;7.817.494.620.895.780;4.818.347.531.486.460;6.854.843.367.058.870;68.00.00;67.00.00;05.05;TG;14.00;160.00.00;
2021;8;30.00.00;26.09.00;34.01.00;29.06.00;29.04.00;29.06.00;34.03.00;25.08.00;-;04.08;60.00.00;     ;30.00.00;1010.03.00;8.136.566.724.985.610;50.812.775.414.337.200;7.216.518.276.949.280;71.00.00;70.00.00;05.05;TG;15.00;160.00.00;
2021;8;31.00.00;26.02.00;34.07.00;29.08.00;29.02.00;29.07.00;36.00.00;25.02.00;-;07.07;96.25.00;     ;31.00.00;1011.03.00;8.411.395.800.824.290;4.929.584.857.979.200;6.771.213.967.567.280;71.00.00;69.00.00;4.916.666.666.666.660;TG;15.00;150.00.00;
2021;9;01.00;25.08.00;34.05.00;30.06.00;29.02.00;29.04.00;35;24.06.00;-;07.08;97.05.00;     ;01.00;1011.01.00;8.396.993.098.278.610;4.412.137.757.755.550;5.719.248.127.005.080;67;66;5.166.666.666.666.660;TG;11;140;
2021;9;02.00;25.05.00;33.04.00;29.06.00;28.05.00;28.09.00;36;24.06.00;-;07.08;97.05.00;     ;02.00;1012.01.00;8.153.827.686.942.060;4.449.830.630.646.130;6.758.032.172.685.270;69;66;4.541.666.666.666.660;S;13;160;
2021;9;03.00;25.08.00;32.08.00;29.07.00;28.05.00;28.07.00;33.06.00;24.04.00;-;07.07;96.25.00;     ;03.00;1011.02.00;7.712.765.603.361.250;4.908.822.317.968.580;7.024.647.518.936.980;68;67;04.05;BL;13;120;
2021;9;04.00;25.04.00;32.06.00;30.01.00;28.04.00;29;33.02.00;25.02.00;-;07.08;97.05.00;     ;04.00;1010.09.00;7.919.378.952.750.960;52.677.307.430.286.900;6.983.772.939.572.250;70;68;4.833.333.333.333.330;TG;10;50;
2021;9;05.00;25.07.00;32.05.00;30.02.00;28.05.00;29.02.00;34.04.00;25.04.00;-;04.05;56.25.00;     ;05.00;1011.03.00;8.162.260.751.997.360;5.591.366.246.794.260;6.543.590.651.116.460;71;70;4.416.666.666.666.660;TG;12;150;
2021;9;06.00;26.02.00;33.05.00;29.08.00;28.09.00;29.06.00;35.07.00;25.06.00;-;07.08;97.05.00;     ;06.00;1012.03.00;8.032.020.776.069.100;5.346.302.249.795.580;722.779.492.718.415;72;71;4.708.333.333.333.330;TG;18;140;
2021;9;07.00;25.08.00;33.07.00;29.08.00;28.08.00;29.05.00;34.03.00;25.08.00;-;8;100;     ;07.00;1012.09.00;8.552.090.374.708.060;51.505.922.569.171.000;7.161.848.531.643.070;74;70;5.625;TG;15;150;
2021;9;08.00;26.02.00;34;29.07.00;29;29.02.00;35.02.00;24.09.00;-;8;100;     ;08.00;1011.01.00;8.258.819.822.995.020;47.631.982.320.396.500;6.894.167.679.367.310;70;67;6.708.333.333.333.330;TG;15;140;
2021;9;09.00;25.04.00;32.08.00;30;28.04.00;29.06.00;35.04.00;25.04.00;-;8;100;     ;09.00;1012.03.00;8.072.567.796.841.390;4.802.955.685.197.640;5.787.645.852.354.130;67;64;6.333.333.333.333.330;S;13;140;
2021;9;10.00;27;33.06.00;29.06.00;29.03.00;29.07.00;34.04.00;26.05.00;-;06.05;81.25.00;     ;10.00;1012.07.00;7.556.270.575.233.300;487.970.208.456.448;6.887.830.926.054.940;67;67;04.25;TG;12;120;
2021;9;11.00;28;31.09.00;27.02.00;28.08.00;28.06.00;33;26.06.00;-;01.02;15;     ;11.00;1010.09.00;7.821.076.876.497.680;5.884.721.603.503.460;8.296.873.755.837.060;75;76;05.25;S;14;130;
2021;9;12.00;27.02.00;32.03.00;26.03.00;28.03.00;28.03.00;35.09.00;26;TTU;02.09;36.25.00;  RA  ;12.00;1010;8.446.076.283.297.420;5.973.592.378.710.580;8.722.751.553.919.650;79;81;5.666.666.666.666.660;TG;14;80;
2021;9;13.00;27.04.00;31.05.00;28.02.00;28.06.00;28.02.00;33.06.00;26.04.00;9;02.09;36.25.00;  RA  ;13.00;1011.09.00;8.602.435.915.620.520;706.563.750.918.208;8.044.149.476.925.920;81;83;4.208.333.333.333.330;TG;12;140;
2021;9;14.00;27.09.00;28.08.00;28.08.00;28.04.00;27.04.00;32.03.00;24.03.00;09.05;04.07;58.75;  RA  ;14.00;1012.05.00;8.322.332.296.781.990;7.170.224.549.645.990;799.792.315.683.067;80;85;5.666.666.666.666.660;S;13;360;
2021;9;15.00;25.06.00;32.06.00;29.09.00;28.04.00;29.01.00;33.06.00;23.08;61.05.00;07.09;98.75;  RA  ;15.00;1013.05.00;9.504.508.007.848.050;55.438.345.090.617.800;7.432.281.093.507.180;80;76;04.05;TG;12;120;
2021;9;16.00;26.08.00;34.02.00;29.04.00;29.03.00;29.03.00;36.02.00;25.04.00;-;06.04;80;     ;16.00;1012.03.00;8.736.803.915.131.280;4.935.278.487.793.810;7.271.866.605.592.310;74;75;3.375;TG;9;110;
2021;9;17.00;26;33.02.00;30.04.00;28.09.00;29.03.00;34;25.08.00;-;05.09;73.75;     ;17.00;1012;855.862.252.803.843;4.789.482.667.656.350;6.432.522.391.322.140;71;71;6.708.333.333.333.330;TG;15;140;
2021;9;18.00;27.02.00;34;29.06.00;29.05.00;29.05.00;35.04.00;25.04.00;-;8;100;     ;18.00;1011.03.00;8.148.757.884.906.840;4.361.382.825.094.210;6.887.830.926.054.940;69;69;7.375;TG;19;140;
2021;9;19.00;26.04.00;32.06.00;29.06.00;28.08.00;29.02.00;33;25;-;8;100;     ;19.00;1012;8.571.477.167.459.540;55.438.345.090.617.800;7.150.297.705.927.560;75;69;6.916.666.666.666.660;TG;13;140;
2021;9;20.00;26;33.04.00;30.06.00;29;29.07.00;33.04.00;25.08.00;-;06.08;85;     ;20.00;1011.09.00;8.250.960.343.341.820;51.770.125.917.571.200;6.571.089.659.970.010;71;69;6.375;TG;14;140;
2021;9;21.00;26.06.00;31.08.00;28.06.00;28.04.00;28.07.00;34.08.00;26.02.00;1;02.03;28.749.999.999.999.900;  RA  ;21.00;1010.09.00;8.274.286.567.671.290;605.203.761.747.886;7.778.325.870.166.970;76;77;39.166.666.666.666.600;TG;11;150;
2021;9;22.00;26.08.00;32;29.05.00;28.08.00;29.02.00;34.07.00;24.02.00;-;05.02;65;     ;22.00;1011.09.00;8.357.023.915.739.340;5.549.237.042.653.960;7.411.380.715.619.860;74;73;6.666.666.666.666.660;TG;17;140;
2021;9;23.00;27.02.00;33.01.00;29.04.00;29.02.00;29.03.00;33.06.00;26.03.00;6;04.02;52.05.00;  RA  ;23.00;1012.01.00;8.747.779.542.494.720;51.501.528.000.936.900;7.406.087.993.978.650;75;75;5.875;TG;16;140;
2021;9;24.00.00;27.01.00;32.04.00;28.05.00;28.08.00;28.05.00;34.02.00;26;-;3;37.05.00;TS    ;24.00.00;1011.07.00;844.269.090.897.893;575.241.521.736.213;7.564.288.901.416.830;76;78;39.166.666.666.666.600;TG;11;70;
2021;9;25.00.00;26.06.00;33.06.00;29.08.00;29.02.00;29.06.00;34.08.00;26.03.00;01.05;7;87.05.00;  RA  ;25.00.00;1010.04.00;8.808.362.644.659.890;53.012.467.820.626.100;7.427.096.201.770.800;76;72;5.958.333.333.333.330;TG;11;150;
2021;9;26.00.00;27.09.00;33.09.00;29.04.00;29.08.00;29.01.00;35.06.00;25.06.00;-;6;75;     ;26.00.00;1009.09.00;7.745.204.443.952.210;5.541.091.339.887.330;7.814.728.097.822.250;72;74;4.791.666.666.666.660;TG;12;140;
2021;9;27.00.00;26.09.00;34;30.08.00;29.07.00;29.06.00;35.09.00;25.04.00;-;07.09;98.75;     ;27.00.00;1010.02.00;7.841.595.394.066.250;48.142.566.727.591.500;5.795.443.140.005.340;66;68;5.166.666.666.666.660;TG;12;120;
2021;9;28.00.00;26.02.00;33.02.00;30.02.00;29;29.02.00;33.07.00;24.08.00;-;8;100;     ;28.00.00;1010.03.00;7.956.966.890.734.830;5.266.522.130.342.410;6.669.916.687.023.920;70;68;5.333.333.333.333.330;TG;14;130;
2021;9;29.00.00;26;34.02.00;30.04.00;29.02.00;29.08.00;34.05.00;25.02.00;-;8;100;     ;29.00.00;1010.06.00;7.723.152.009.345.340;4.782.121.327.267.610;6.432.522.391.322.140;67;68;05.05;TG;14;140;
2021;9;30.00.00;26.09.00;34.05.00;30.04.00;29.07.00;29.07.00;34.08.00;24.08.00;-;8;100;     ;30.00.00;1011.01.00;7.914.936.636.663.770;5.013.593.691.208.280;6.557.410.812.806.500;69;70;5;TG;13;150;
2021;10;01.00;26.04.00;34.04.00;31.02.00;29.06.00;29.09.00;34.06.00;25.03.00;-;08.00;100.00.00;     ;01.00;1011.05.00;8.115.807.983.141.400;4.800.857.687.791.260;6.065.392.104.351.520;68.00.00;68.00.00;39.166.666.666.666.600;TL;12.00;120.00.00;
2021;10;02.00;26.02.00;34.00.00;30.04.00;29.02.00;29.07.00;35.04.00;25.04.00;-;07.07;96.25.00;     ;02.00;1011.06.00;7.807.670.594.017.170;5.229.542.773.842.080;6.557.410.812.806.500;69.00.00;66.00.00;3.375;T;09.00;310.00.00;
2021;10;03.00;25.06.00;34.02.00;31.00.00;29.01.00;29.04.00;34.08.00;25.06.00;-;06.05;81.25.00;     ;03.00;1011.01.00;8.781.333.903.538.650;4.832.986.410.252.220;6.598.031.135.011.350;72.00.00;70.00.00;4.041.666.666.666.660;TL;11.00;10.00;
2021;10;04.00;27.04.00;33.04.00;30.00.00;29.06.00;29.01.00;34.02.00;25.00.00;-;05.02;65.00.00;     ;04.00;1010.00.00;7.720.786.278.348.170;5.283.970.951.068.220;6.656.477.616.942.990;68.00.00;71.00.00;4.458.333.333.333.330;S;11.00;160.00.00;
2021;10;05.00;26.02.00;32.01.00;30.03.00;28.07.00;29.00.00;35.05.00;26.02.00;-;05.06;70.00.00;     ;05.00;1009.06.00;7.956.966.890.734.830;607.461.461.799.193;6.931.508.989.322.480;72.00.00;69.00.00;4.583.333.333.333.330;TG;12.00;130.00.00;
2021;10;06.00;27.01.00;30.08.00;29.04.00;28.06.00;28.02.00;30.08.00;24.08.00;-;00.04;05.00;     ;06.00;1009.07.00;7.633.597.429.865.060;6.709.415.414.409.460;6.875.058.352.877.460;72.00.00;71.00.00;04.25;TG;09.00;140.00.00;
2021;10;07.00;25.09.00;33.05.00;30.00.00;28.08.00;29.00.00;34.08.00;25.00.00;-;08.00;100.00.00;     ;07.00;1009.09.00;7.643.481.459.752.130;50.799.044.562.986.700;678.426.000.449.919;68.00.00;67.00.00;4.333.333.333.333.330;TG;13.00;120.00.00;
2021;10;08.00;26.02.00;34.05.00;30.05.00;29.04.00;29.03.00;34.08.00;24.05.00;-;08.00;100.00.00;     ;08.00;1010.06.00;751.229.049.149.635;412.117.196.688.747;6.752.939.348.140.700;65.00.00;67.00.00;4.625;TG;10.00;50.00.00;
2021;10;09.00;26.06.00;33.08.00;30.07.00;29.04.00;29.08.00;35.05.00;25.04.00;-;08.00;100.00.00;     ;09.00;1010.08.00;7.680.336.504.906.290;4.642.138.598.916.010;7.147.876.718.622.220;68.00.00;67.00.00;04.05;T;12.00;130.00.00;
2021;10;10.00;26.04.00;34.03.00;29.05.00;29.02.00;29.05.00;35.09.00;26.00.00;-;08.00;100.00.00;     ;10.00;1010.00.00;7.891.668.413.795.590;5.047.234.818.741.290;7.411.380.715.619.860;71.00.00;70.00.00;4.083.333.333.333.330;TG;11.00;120.00.00;
2021;10;11.00;26.09.00;33.06.00;31.00.00;29.06.00;29.06.00;35.03.00;25.00.00;-;07.08;97.05.00;     ;11.00;1010.01.00;7.988.544.819.641.780;5.036.332.992.949.530;6.230.616.368.980.720;68.00.00;66.00.00;4.375;S;12.00;130.00.00;
2021;10;12.00;28.06.00;35.00.00;30.06.00;30.07.00;30.03.00;36.00.00;25.04.00;-;08.00;100.00.00;     ;12.00;1009.07.00;61.691.456.071.130.500;4.031.643.057.859.930;6.571.089.659.970.010;57.00.00;63.00.00;05.05;TG;12.00;140.00.00;
2021;10;13.00;26.08.00;34.01.00;31.02.00;29.07.00;30.00.00;35.08.00;25.04.00;-;08.00;100.00.00;     ;13.00;1008.07.00;7.984.106.169.796.590;4.671.318.797.756.870;60.058.413.323.373.500;67.00.00;64.00.00;4.166.666.666.666.660;TG;11.00;80.00.00;
