Tahun;Bulan;tgl;temp7;temp13;temp18;temp_avg;temp_24;temp_max;temp_min;CH;light_hour;light_per;pck;tgl;press;humid7;humid13;humid18;humid_avg;humid_24;ws_abg;mod_dir;max_ws;dir;rainfall_category
2021;3;29.00.00;27.02.00;32.04.00;29.08.00;29.02.00;29.03.00;33.02.00;26.00.00;-;02.05;31.25.00;TS    ;29.00.00;1008.04.00;8.976.980.912.726.530;6.449.001.924.820.020;7.764.202.434.679.440;80.00.00;80.00.00;29.166.666.666.666.600;U;09.00;40.00.00;
2021;3;30.00.00;27.02.00;28.06.00;28.09.00;28.00.00;27.05.00;30.03.00;25.05.00;-;00.06;07.05;     ;30.00.00;1007.03.00;8.900.299.557.647.020;8.419.126.792.711.940;7.931.837.635.889.580;85.00.00;85.00.00;2.625;BL;08.00;350.00.00;
2021;3;31.00.00;25.07.00;34.02.00;30.05.00;29.00.00;29.04.00;35.00.00;25.05.00;03.05;07.09;98.75;TS RA Lightning;31.00.00;1006.03.00;9.101.860.327.701.100;55.651.107.659.603.700;7.528.818.477.215.040;78.00.00;79.00.00;4.125;BL;10.00;160.00.00;
2021;4;1;26.05.00;33.05.00;30.02.00;29.02.00;28.07.00;34.04.00;25.09.00;04.06;05.04;67.05.00;TS RA  ;1;1006;9.275.554.533.892.950;6.637.142.882.133.280;7.315.651.806.356.880;81;80;38.333.333.333.333.300;BL;14;300;
2021;4;2;26.05.00;32.02.00;31;29.01.00;29.07.00;33.05.00;26.02.00;TTU;05.02;65;  RA  ;2;1007.01.00;8.421.995.597.919.070;6.555.177.739.032.980;7.100.714.699.271.730;76;77;4.041.666.666.666.660;B;10;340;
2021;4;3;27.04.00;35.07.00;29.06.00;30;30.02.00;36;26.08.00;-;8;100;     ;3;1008.04.00;8.828.969.796.249.640;4.819.851.817.176.030;7.282.982.508.039.590;74;73;4.375;B;13;340;
2021;4;4;27.06.00;35;27.04.00;29.04.00;28.05.00;35.04.00;25;-;06.04;80;TS    ;4;1008.04.00;8.459.440.032.172.170;5.522.107.859.728.400;8.156.777.857.178.830;76;79;4.416.666.666.666.660;B;14;160;
2021;4;5;26.03.00;34;30.08.00;29.04.00;30.01.00;35;26.02.00;12.06;06.07;83.75;  RA  ;5;1008.05.00;8.878.344.427.844.340;5.549.137.135.821.910;7.741.572.778.141.970;78;77;4.875;BL;10;300;
2021;4;6;27.08.00;27.06.00;27;27.06.00;27.06.00;32.08.00;25.06.00;-;01.07;21.25;TS    ;6;1009.03.00;8.027.445.638.041.880;8.018.960.841.692.850;9.049.829.607.025.420;83;86;38.333.333.333.333.300;BL;19;310;
2021;4;7;26.08.00;30.04.00;27.01.00;27.08.00;27.08.00;32.05.00;26;06.01;02.06;32.05.00;TS RA  ;7;1009.03.00;8.736.803.915.131.280;7.523.922.944.922.110;8.745.057.408.714.350;84;86;38.333.333.333.333.300;BL;11;300;
2021;4;8;26.04.00;33.01.00;29.02.00;28.08.00;28.03.00;33.03.00;25.08.00;07.05;04.02;52.05.00;TS RA  ;8;1007.07.00;9.194.751.106.939.370;6.147.468.131.846.460;7.805.768.284.876.570;81;81;05.05;BL;9;320;
2021;4;9;26.06.00;33.04.00;30.08.00;29.04.00;29.05.00;34.05.00;26.05.00;05.08;06.08;85;  RA Lightning;9;1009.01.00;85.778.016.219.296;61.686.289.189.657.100;7.217.859.456.011.100;76;77;4.166.666.666.666.660;BL;14;350;
2021;4;10;27.02.00;31.02.00;28.08.00;28.06.00;28.02.00;32.08.00;24.04.00;TTU;03.01;38.75;TS RA  ;10;1011.02.00;8.446.076.283.297.420;7.367.930.641.426.570;8.497.891.009.814.000;82;83;31.666.666.666.666.600;TG;9;360;
2021;4;11;25.04.00;32.04.00;30.02.00;28.04.00;29.03.00;33.07.00;25.04.00;01.08;06.06;82.05.00;TS RA  ;11;1012.09.00;8.855.304.402.861.800;60.389.171.719.990.900;7.315.651.806.356.880;78;77;0,177083333;TG;12;340;
2021;4;12;26.07.00;34.04.00;29;29.02.00;29.03.00;35;26.02.00;TTU;06.06;82.05.00;TS RA  ;12;1012.02.00;8.888.232.117.273.680;57.422.040.007.203.500;8.217.990.099.313.860;79;79;03.25;BL;9;320;
2021;4;13;27;34.01.00;29;29.03.00;29.02.00;34.01.00;26.01.00;03.03;06.03;78.75;  RA  ;13;1012.03.00;9.049.829.607.025.420;54.500.246.266.789.300;7.936.106.316.073.890;79;77;25.416.666.666.666.600;S;8;70;
2021;4;14;27.01.00;31.04.00;29.05.00;28.08.00;28.08.00;33.02.00;24.08.00;-;05.07;71.25.00;     ;14;1012.02.00;8.593.320.426.278.600;6.997.066.069.376.440;7.478.721.885.027.760;79;79;3.875;U;7;300;
2021;4;15;25.06.00;33.07.00;29.04.00;28.06.00;29.03.00;34.05.00;25.06.00;-;07.06;95;     ;15;1011.06.00;8.702.432.997.894.200;557.914.318.524.779;7.473.569.484.403.630;76;75;32.083.333.333.333.300;T;9;60;
2021;4;16;27;33.08.00;31;29.07.00;30;34.02.00;25.08.00;-;8;100;     ;16;1012.01.00;8.666.145.969.485.340;5.750.855.219.730.000;6.847.518.262.642.070;75;74;39.166.666.666.666.600;U;8;120;
2021;4;17;27;33.04.00;30.04.00;29.05.00;29.07.00;35;26;-;8;100;     ;17;1011.08.00;8.590.249.604.768.770;53.917.184.009.949.000;5.941.998.385.053.240;71;72;3.875;TG;10;120;
2021;4;18;27;34;29;29.03.00;29.03.00;34.06.00;25;-;07.06;95;TS    ;18;1013;8.289.424.882.832.310;4.865.502.597.970.200;8.076.528.192.707.860;74;75;4.333.333.333.333.330;TG;10;120;
2021;4;19;25.04.00;33.05.00;30.04.00;28.07.00;29.06.00;35.04.00;25.04.00;01.06;8;100;  RA  ;19;1012.06.00;9.176.423.123.386.560;5.672.519.400.076.470;7.326.320.590.951.240;78;74;03.05;TG;10;130;
2021;4;20;26.02.00;33.06.00;30.04.00;29.01.00;29.02.00;34.04.00;24.08.00;-;07.04;92.05.00;     ;20;1011.07.00;8.411.395.800.824.290;45.208.431.853.281.200;6.937.621.410.439.920;71;67;03.25;T;10;110;
2021;4;21;25.02.00;33.06.00;30.04.00;28.06.00;29.02.00;33.06.00;25.01.00;-;07.08;97.05.00;     ;21;1012.04.00;8.063.632.775.645.900;508.892.728.098.128;6.308.544.839.275.150;69;68;4;TG;13;140;
2021;4;22;26.01.00;33.01.00;30.02.00;28.09.00;29.04.00;34;25.02.00;-;07.09;98.75;     ;22;1011.09.00;8.103.081.695.581.580;5.257.732.110.836.590;6.797.172.153.416.030;71;69;35.416.666.666.666.600;TL;9;120;
2021;4;23;26.01.00;32.06.00;29.06.00;28.06.00;29.04.00;34.05.00;26;-;07.09;98.75;     ;23;1011.08.00;79.523.574.966.565;505.045.535.447.036;7.483.847.792.004.360;71;70;29.583.333.333.333.300;TL;7;10;
2021;4;24;26.05.00;33.04.00;30.02.00;29.02.00;29.07.00;33.06.00;26.01.00;TTU;07.09;98.75;  RA  ;24;1011.05.00;8.270.451.036.372.830;5.283.970.951.068.220;7.381.542.812.744.160;73;71;4.375;TG;11;120;
2021;4;25;26.05.00;33.02.00;29.07.00;29;29.04.00;34.03.00;26.05.00;-;05.04;67.05.00;     ;25;1012;8.270.451.036.372.830;5.593.409.834.690.550;6.959.288.039.511.870;73;75;35.416.666.666.666.600;TG;10;120;
2021;4;26;27.06.00;34.05.00;30;29.09.00;30.02.00;35.04.00;27.02.00;-;07.07;96.25.00;     ;26;1011.09.00;8.459.440.032.172.170;58.038.188.857.350.300;717.328.099.909.835;75;74;5.083.333.333.333.330;TG;11;140;
2021;4;27;28.04.00;34;30.08.00;30.04.00;30.04.00;34.05.00;26.02.00;-;07.06;95;     ;27;1012.02.00;8.485.339.814.969.880;5.229.542.773.842.080;658.462.913.116.989;72;69;5.916.666.666.666.660;TG;11;140;
2021;4;28;27;32.05.00;29.04.00;29;29;33.06.00;26.02.00;-;04.09;6.125.000.000.000.000;     ;28;1012.08.00;7.919.515.751.478.120;6.278.951.597.391.540;7.677.510.078.007.830;74;77;33.333.333.333.333.300;BL;10;40;
2021;4;29;26.08.00;32;29.01.00;28.07.00;29.04.00;33.04.00;26.08.00;2;07.03;91.25.00;  RA  ;29;1012.01.00;8.736.803.915.131.280;6.542.092.889.006.350;7.940.352.982.567.800;80;78;4.458.333.333.333.330;TG;9;110;
2021;4;30;27.06.00;34.01.00;29.08.00;29.08.00;29.08.00;34.06.00;27;-;06.09;86.25.00;     ;30;1010.09.00;8.533.799.824.315.090;5.611.000.977.698.220;756.119.273.332.423;76;77;32.083.333.333.333.300;T;11;130;
2021;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
2021;5;01.00;28.00.00;34.02.00;29.09.00;30.00.00;30.00.00;35.01.00;26.05.00;-;07.00;87.05.00;TS    ;01.00;1012.00.00;869.450.737.989.894;5.945.633.891.140.420;7.633.384.622.965.670;77.00.00;77.00.00;39.583.333.333.333.300;TG;09.00;120.00.00;
2021;5;02.00;27.04.00;33.06.00;29.08.00;29.06.00;29.08.00;33.08.00;27.00.00;3;07.06;95.00.00;  RA  ;02.00;1011.01.00;9.212.127.364.764.370;59.573.172.078.111.500;783.237.395.212.866;81.00.00;78.00.00;05.05;TG;14.00;140.00.00;
2021;5;03.00;28.00.00;34.04.00;29.07.00;30.00.00;30.00.00;35.03.00;27.03.00;-;06.04;80.00.00;     ;03.00;1009.05.00;8.472.525.309.285.920;60.150.227.718.567.300;7.691.625.404.147.590;77.00.00;77.00.00;5.125;TG;12.00;150.00.00;
2021;5;04.00;28.02.00;33.05.00;30.02.00;30.00.00;30.00.00;34.08.00;26.08.00;-;07.07;96.25.00;     ;04.00;1009.01.00;847.896.593.674.728;6.404.660.334.144.460;7.580.682.328.878.630;77.00.00;77.00.00;5.875;TG;11.00;120.00.00;
2021;5;05.00;28.07.00;34.02.00;30.08.00;30.06.00;30.04.00;35.00.00;26.05.00;-;07.08;97.05.00;     ;05.00;1009.00.00;8.422.408.537.113.170;56.728.252.472.099.800;7.217.859.456.011.100;74.00.00;74.00.00;4.916.666.666.666.660;TG;10.00;130.00.00;
2021;5;06.00;27.05.00;33.08.00;30.06.00;29.09.00;30.03.00;34.02.00;27.02.00;-;06.05;81.25.00;     ;06.00;1009.05.00;8.381.876.865.103.570;54.252.829.206.189.500;7.077.844.325.470.120;73.00.00;73.00.00;02.05;TL;07.00;140.00.00;
2021;5;07.00;27.07.00;32.05.00;30.00.00;29.05.00;29.06.00;33.07.00;24.03.00;-;04.04;5.500.000.000.000.000;TS    ;07.00;1010.02.00;868.615.487.603.865;6.694.349.404.735.770;790.920.832.572.861;80.00.00;78.00.00;37.083.333.333.333.300;TL;09.00;140.00.00;
2021;5;08.00;27.00.00;32.00.00;29.06.00;28.09.00;28.08.00;34.06.00;25.00.00;27.05.00;04.07;58.75;  RA  ;08.00;1010.07.00;9.361.892.430.048.490;6.969.372.128.248.330;7.961.261.403.540.500;84.00.00;79.00.00;25.416.666.666.666.600;U;06.00;60.00.00;
2021;5;09.00;25.06.00;33.01.00;29.09.00;28.06.00;29.02.00;34.04.00;25.06.00;-;07.05;93.75;     ;09.00;1010.04.00;854.548.699.350.217;5.257.732.110.836.590;63.964.015.208.975.100;72.00.00;72.00.00;3.125;TG;08.00;110.00.00;
2021;5;10.00;26.08.00;34.02.00;29.08.00;29.04.00;29.07.00;34.05.00;26.06.00;-;07.06;95.00.00;     ;10.00;1009.09.00;8.132.459.406.590.080;5.194.324.744.140.980;7.096.144.059.935.790;71.00.00;73.00.00;5.375;TG;12.00;120.00.00;
2021;5;11.00;27.04.00;34.00.00;30.04.00;29.08.00;30.02.00;34.08.00;27.02.00;-;07.08;97.05.00;     ;11.00;1009.09.00;8.452.793.457.568.400;57.661.728.854.405.600;706.623.370.407.291;74.00.00;73.00.00;5.541.666.666.666.660;TG;12.00;140.00.00;
2021;5;12.00;27.08.00;34.00.00;30.00.00;29.09.00;30.01.00;34.08.00;25.06.00;-;07.08;97.05.00;     ;12.00;1009.06.00;8.318.752.610.992.920;5.335.288.760.163.020;717.328.099.909.835;73.00.00;71.00.00;5.666.666.666.666.660;TG;13.00;140.00.00;
2021;5;13.00;27.00.00;33.04.00;30.00.00;29.04.00;29.07.00;35.00.00;26.06.00;-;07.03;91.25.00;     ;13.00;1008.03.00;8.439.287.507.978.120;56.096.081.358.812.700;717.328.099.909.835;74.00.00;73.00.00;5.083.333.333.333.330;TG;16.00;130.00.00;
2021;5;14.00;27.06.00;34.01.00;30.06.00;30.00.00;30.04.00;34.08.00;26.06.00;-;07.08;97.05.00;     ;14.00;1008.02.00;8.459.440.032.172.170;5.133.374.903.417.730;6.571.089.659.970.010;72.00.00;69.00.00;4.625;TG;12.00;140.00.00;
2021;5;15.00;27.01.00;34.00.00;29.06.00;29.05.00;30.00.00;34.05.00;26.03.00;-;07.08;97.05.00;     ;15.00;1008.09.00;851.786.783.801.742;57.661.728.854.405.600;7.416.646.198.878.500;76.00.00;74.00.00;4.166.666.666.666.660;T;12.00;130.00.00;
2021;5;16.00;26.06.00;33.07.00;30.02.00;29.03.00;29.07.00;35.02.00;25.06.00;-;07.08;97.05.00;     ;16.00;1009.04.00;865.437.471.238.459;5.743.139.825.589.960;6.797.172.153.416.030;75.00.00;72.00.00;37.083.333.333.333.300;TG;13.00;140.00.00;
2021;5;17.00;26.05.00;33.04.00;29.07.00;29.00.00;29.09.00;34.07.00;26.04.00;-;07.05;93.75;     ;17.00;1009.01.00;8.498.182.659.422.240;5.775.148.307.394.350;7.288.497.568.801.160;75.00.00;73.00.00;4.083.333.333.333.330;T;10.00;120.00.00;
2021;5;18.00;26.09.00;33.04.00;30.06.00;29.05.00;29.07.00;34.00.00;25.03.00;-;06.07;83.75;     ;18.00;1010.03.00;8.511.375.948.893.900;5.664.584.557.037.470;6.633.621.640.898.530;73.00.00;75.00.00;4.333.333.333.333.330;TG;10.00;130.00.00;
2021;5;19.00;26.02.00;30.07.00;27.08.00;27.07.00;28.04.00;32.06.00;26.02.00;89.03.00;02.09;36.25.00;  RA  ;19.00;1009.06.00;9.511.138.771.291.220;7.019.571.079.409.010;7.883.384.427.875.450;85.00.00;81.00.00;24.583.333.333.333.300;S;09.00;130.00.00;
2021;5;20.00;26.06.00;32.05.00;28.06.00;28.06.00;28.09.00;33.02.00;25.08.00;-;04.09;6.125.000.000.000.000;     ;20.00;1011.03.00;8.885.779.948.974.680;6.278.951.597.391.540;7.778.325.870.166.970;80.00.00;79.00.00;35.833.333.333.333.300;T;09.00;340.00.00;
2021;5;21.00;27.02.00;34.02.00;30.02.00;29.07.00;29.08.00;34.08.00;26.00.00;-;07.08;97.05.00;     ;21.00;1012.03.00;8.296.873.755.837.060;51.421.332.163.866.500;7.184.596.735.571.940;72.00.00;74.00.00;3.125;TG;09.00;140.00.00;
2021;5;22.00;26.06.00;33.05.00;30.04.00;29.03.00;29.08.00;34.00.00;26.06.00;-;07.08;97.05.00;     ;22.00;1010.08.00;8.425.491.068.126.220;5.346.302.249.795.580;6.809.952.255.247.190;73.00.00;74.00.00;5.458.333.333.333.330;T;10.00;120.00.00;
2021;5;23.00;27.00.00;32.05.00;29.07.00;29.01.00;29.03.00;32.07.00;26.09.00;-;04.07;58.75;     ;23.00;1010.09.00;8.666.145.969.485.340;651.500.115.285.397;7.355.068.380.826.380;78.00.00;77.00.00;35.416.666.666.666.600;T;08.00;130.00.00;
2021;5;24.00.00;27.05.00;33.04.00;30.06.00;29.08.00;30.02.00;33.08.00;27.02.00;-;07.08;97.05.00;     ;24.00.00;1012.03.00;8.605.442.464.121.220;60.551.625.545.460.300;6.822.602.122.405.350;75.00.00;74.00.00;4.958.333.333.333.330;TG;10.00;120.00.00;
2021;5;25.00.00;28.00.00;34.01.00;29.06.00;29.09.00;30.00.00;35.01.00;27.05.00;-;07.02;90.00.00;     ;25.00.00;1011.07.00;775.001.101.017.608;5.938.371.983.525.670;7.961.261.403.540.500;73.00.00;77.00.00;4.217.391.304.347.820;TG;09.00;110.00.00;
2021;5;26.00.00;28.02.00;33.09.00;29.08.00;30.00.00;29.06.00;34.01.00;27.02.00;-;05.06;70.00.00;TS    ;26.00.00;1011.02.00;8.700.003.527.018.880;614.690.172.122.218;7.161.848.531.643.070;77.00.00;79.00.00;5.458.333.333.333.330;TG;13.00;140.00.00;
2021;5;27.00.00;27.08.00;33.00.00;30.00.00;29.07.00;30.02.00;34.00.00;27.04.00;-;06.08;85.00.00;     ;27.00.00;1011.00.00;8.763.814.578.254.770;6.488.463.066.854.180;7.977.607.128.619.740;80.00.00;78.00.00;6.375;TG;13.00;140.00.00;
2021;5;28.00.00;28.00.00;32.03.00;29.02.00;29.04.00;29.02.00;33.08.00;25.08.00;TTU;05.01;6.374.999.999.999.990;  RA  ;28.00.00;1012.02.00;8.472.525.309.285.920;650.188.026.263.269;7.944.577.787.810.700;78.00.00;81.00.00;5.291.666.666.666.660;TG;14.00;130.00.00;
2021;5;29.00.00;28.09.00;34.00.00;29.09.00;30.04.00;30.00.00;34.07.00;26.09.00;05.03;07.08;97.05.00;  RA  ;29.00.00;1011.08.00;8.428.921.402.907.740;59.310.746.248.812.800;7.768.696.928.420.330;76.00.00;76.00.00;36.666.666.666.666.600;T;09.00;140.00.00;
2021;5;30.00.00;27.01.00;31.01.00;29.05.00;28.07.00;29.00.00;32.04.00;26.08.00;TTU;03.09;48.75;  RA  ;30.00.00;1011.02.00;8.821.344.227.467.060;6.916.491.810.310.840;7.750.580.158.753.320;81.00.00;80.00.00;02.05;U;07.00;150.00.00;
2021;5;31.00.00;27.01.00;31.06.00;28.04.00;28.06.00;29.00.00;32.02.00;26.08.00;TTU;05.05;68.75;  RA  ;31.00.00;1009.07.00;912.930.883.546.559;6.760.239.294.546.630;7.981.134.216.844.920;82.00.00;80.00.00;39.166.666.666.666.600;TG;08.00;100.00.00;
2021;6;01.00;26.09.00;33.01.00;30;29.02.00;29.03.00;33.06.00;26.04.00;TTU;07.04;92.05.00;  RA  ;01.00;1010.03.00;8.511.375.948.893.900;62.624.292.141.188.400;7.705.525.422.069.950;77;81;4.833.333.333.333.330;TG;16;150;
2021;6;02.00;27.08.00;33.02.00;29.08.00;29.07.00;29.05.00;34.03.00;26.08.00;12.02;07.04;92.05.00;  RA  ;02.00;1010.07.00;899.006.044.025.714;6.040.660.647.014.440;7.494.020.855.760.660;79;79;4.625;TG;10;140;
2021;6;03.00;28;33.04.00;30;29.09.00;29.09.00;33.08.00;27;-;07.08;97.05.00;     ;03.00;1011.04.00;8.843.865.189.170.350;6.282.940.745.134.300;7.705.525.422.069.950;79;77;5.666.666.666.666.660;TG;13;130;
2021;6;04.00;27.06.00;34.03.00;30.02.00;29.09.00;30.01.00;34.08.00;27.04.00;00.04;07.08;97.05.00;  RA  ;04.00;1011.08.00;898.574.620.701.041;6.063.208.402.982.800;7.714.674.669.916.430;79;78;5.041.666.666.666.660;TG;13;150;
2021;6;05.00;28;34.03.00;30;30.01.00;30.01.00;35.01.00;26.06.00;-;07.08;97.05.00;     ;05.00;1011.07.00;8.994.329.909.209.470;58.433.307.274.709.900;7.304.873.549.906.260;78;76;4.875;TG;12;150;
2021;6;06.00;27.08.00;34.04.00;30.04.00;30.01.00;30.03.00;35;27;-;07.08;97.05.00;     ;06.00;1011.04.00;8.466.016.992.712.470;5.056.100.613.161.340;7.457.811.767.655.980;74;74;4.333.333.333.333.330;T;9;100;
2021;6;07.00;27.03.00;32.09.00;29.08.00;29.03.00;29.06.00;33.06.00;26.02.00;-;07.04;92.05.00;     ;07.00;1012.03.00;8.300.568.613.642.000;642.329.663.806.745;783.237.395.212.866;77;77;22.916.666.666.666.600;TL;7;50;
2021;6;08.00;26.05.00;33.05.00;30.05.00;29.03.00;29.06.00;34.04.00;25.08.00;TTU;07.07;96.25.00;  RA  ;08.00;1012.01.00;8.651.392.440.312.200;55.629.773.066.284.200;7.136.585.117.988.140;75;75;4.125;TG;10;140;
2021;6;09.00;27.01.00;34.07.00;29.08.00;29.07.00;29.06.00;35;26.04.00;02.08;07.06;95;  RA  ;09.00;1011.07.00;8.745.057.408.714.350;5.445.754.521.759.550;783.237.395.212.866;77;78;32.083.333.333.333.300;TG;11;60;
2021;6;10.00;27.08.00;34.05.00;29.01.00;29.08.00;29.04.00;35.07.00;26.07.00;-;07.03;91.25.00;     ;10.00;1010.03.00;8.614.367.824.732.600;5.535.517.600.506.400;8.010.288.209.331.210;77;77;39.583.333.333.333.300;TG;11;130;
2021;6;11.00;27.09.00;34.08.00;29.07.00;30.01.00;29.08.00;35;26.08.00;-;06.07;83.75;     ;11.00;1010.03.00;8.469.279.671.462.470;5.825.971.866.606.810;7.896.560.696.950.600;77;77;38.333.333.333.333.300;TG;11;120;
2021;6;12.00;27;33.07.00;29.07.00;29.04.00;29.04.00;34;26.08.00;TTU;7;87.05.00;  RA  ;12.00;1011.07.00;8.895.510.898.878.530;60.205.481.108.569.900;755.625.771.965.917;78;78;3.625;TG;10;120;
2021;6;13.00;27.04.00;34.02.00;29.08.00;29.07.00;29.09.00;34.08.00;26.06.00;-;07.04;92.05.00;     ;13.00;1012;8.452.793.457.568.400;56.728.252.472.099.800;7.427.096.201.770.800;75;76;5.083.333.333.333.330;TG;12;140;
2021;6;14.00;27.06.00;31.04.00;29;28.09.00;28.09.00;33;25.05.00;-;03.05;43.75;     ;14.00;1011.09.00;8.311.536.527.376.110;6.997.066.069.376.440;7.936.106.316.073.890;79;80;32.083.333.333.333.300;TG;10;130;
2021;6;15.00;27.04.00;31.02.00;26;28;27.07.00;34.08.00;25.07.00;-;03.07;46.25.00;TS    ;15.00;1010.02.00;875.318.087.351.986;7.175.610.541.149.310;9.028.585.167.216.600;84;85;04.25;S;17;170;
2021;6;16.00;26;33;29.04.00;28.06.00;28.06.00;33.02.00;25.04.00;06.01;4;50;  RA Lightning;16.00;1011.04.00;918.753.792.283.236;6.488.463.066.854.180;7.814.728.097.822.250;82;82;4.875;TG;13;180;
2021;6;17.00;26;32;27.04.00;27.09.00;28.01.00;32.06.00;25.06.00;09.02;02.09;36.25.00;  RA  ;17.00;1011.01.00;9.347.656.840.107.810;6.362.335.391.406.880;8.156.777.857.178.830;83;81;2.125;B;8;50;
2021;6;18.00;26;33.08.00;28.08.00;28.07.00;28.05.00;34;26;-;05.09;73.75;     ;18.00;1013.04.00;9.028.585.167.216.600;60.837.423.012.060.200;799.792.315.683.067;80;80;29.583.333.333.333.300;T;8;50;
2021;6;19.00;26.06.00;33.01.00;28.06.00;28.07.00;28.02.00;33.03.00;24.09.00;-;02.08;35;     ;19.00;1012.06.00;8.731.227.976.924.250;62.624.292.141.188.400;7.708.425.915.734.780;79;79;03.25;TG;12;60;
2021;6;20.00;25.03.00;28.01.00;28.01.00;26.07.00;27.08.00;32.06.00;25.01.00;-;03.09;48.75;    Lightning;20.00;1011.07.00;901.302.062.701.517;7.543.604.101.334.450;8.475.754.025.065.410;85;82;2.625;TG;9;140;
2021;6;21.00;25.08.00;31.06.00;28.06.00;28;28.01.00;32;25.05.00;-;04.05;56.25.00;     ;21.00;1012.02.00;8.786.856.847.981.740;6.394.518.647.294.010;791.889.797.069.995;80;81;3.125;TG;7;110;
2021;6;22.00;25.06.00;32.08.00;29.04.00;28.04.00;29.04.00;33.04.00;25.06.00;00.08;07.08;97.05.00;  RA  ;22.00;1012.03.00;893.999.783.973.894;61.259.915.381.739.400;7.677.510.078.007.830;79;76;4.375;TG;12;130;
2021;6;23.00;27.06.00;31.04.00;28.08.00;28.09.00;29.03.00;34.06.00;26.05.00;-;05.08;72.05.00;     ;23.00;1012;8.758.525.622.462.760;6.809.715.082.424.870;8.353.722.184.375.970;82;79;4.541.666.666.666.660;TG;13;130;
2021;6;24.00.00;28.01.00;26;27.02.00;27.04.00;27.03.00;32.04.00;24.08.00;-;04.05;56.25.00;     ;24.00.00;1011.05.00;8.549.318.249.652.460;9.347.656.840.107.810;8.148.757.884.906.840;86;87;5.291.666.666.666.660;TG;13;310;
2021;6;25.00.00;25.07.00;31.02.00;29;27.09.00;28.07.00;32.06.00;25.07.00;46.02.00;05.08;72.05.00;  RA  ;25.00.00;1012.03.00;9.343.235.832.784.400;7.111.977.636.715.180;8.076.528.192.707.860;85;83;4.333.333.333.333.330;TG;10;180;
2021;6;26.00.00;27.04.00;33.06.00;28.06.00;29.03.00;29;34.02.00;25.09.00;-;06.02;77.05.00;     ;26.00.00;1011.08.00;9.058.016.869.644.070;61.825.637.996.690.900;80.605.071.488.962;81;79;03.25;S;12;140;
2021;6;27.00.00;26.08.00;33.09.00;30.01.00;29.04.00;29.08.00;34.04.00;26.05.00;-;07.08;97.05.00;     ;27.00.00;1012;8.968.028.854.656.960;5.979.221.084.257.860;7.845.373.709.731.840;79;78;4.666.666.666.666.660;TG;12;140;
2021;6;28.00.00;27.04.00;27.06.00;28;27.06.00;27.05.00;30.08.00;25.08.00;-;01.09;1,010416667;     ;28.00.00;1011.09.00;8.602.435.915.620.520;890.972.680.703.221;8.325.893.254.604.200;86;86;4.375;TG;12;130;
2021;6;29.00.00;26.04.00;34;29;29;29.03.00;34;26.02.00;00.08;06.03;78.75;  RA  ;29.00.00;1011.02.00;903.721.917.544.973;5.657.253.152.833.920;779.671.551.350.185;79;77;3.875;TG;11;120;
2021;6;30.00.00;27.06.00;33;28.06.00;29.02.00;28.08.00;33.02.00;25.07.00;TTU;05.09;73.75;  RA  ;30.00.00;1011.06.00;8.608.433.224.972.310;61.403.446.742.597.100;8.203.162.445.547.980;79;80;4.041.666.666.666.660;TG;12;80;
2021;7;01.00;25.04.00;32.02.00;29.04.00;28.01.00;28.09.00;33.06.00;25.04.00;-;07.05;93.75;     ;01.00;1012.05.00;9.176.423.123.386.560;5.509.944.696.919.140;7.677.510.078.007.830;79.00.00;74.00.00;2.625;TL;09.00;100.00.00;
2021;7;02.00;25.07.00;33.00.00;29.06.00;28.05.00;28.07.00;33.00.00;25.03.00;-;07.01;88.75;     ;02.00;1011.04.00;8.942.403.487.582.900;56.880.521.396.064.000;6.629.178.756.270.360;76.00.00;74.00.00;3.125;TG;09.00;120.00.00;
2021;7;03.00;26.06.00;31.09.00;29.00.00;28.05.00;28.02.00;33.00.00;24.06.00;-;02.08;35.00.00;     ;03.00;1011.09.00;7.827.212.921.417.370;6.177.264.009.201.240;7.114.918.418.862.080;72.00.00;75.00.00;2.625;TG;07.00;140.00.00;
2021;7;04.00;25.01.00;32.02.00;29.05.00;28.00.00;28.07.00;33.07.00;24.08.00;-;07.08;97.05.00;     ;04.00;1011.02.00;8.607.906.721.432.630;5.398.016.676.039.600;6.686.709.554.625.740;73.00.00;73.00.00;37.083.333.333.333.300;TG;11.00;130.00.00;
2021;7;05.00;25.06.00;33.06.00;29.04.00;28.06.00;28.04.00;34.04.00;23.04;-;07.08;97.05.00;     ;05.00;1011.06.00;854.548.699.350.217;482.787.298.585.728;6.359.330.427.415.410;71.00.00;67.00.00;5.916.666.666.666.660;TG;14.00;120.00.00;
2021;7;06.00;23.07;32.02.00;30.00.00;27.04.00;27.09.00;34.02.00;23.02;-;07.07;96.25.00;     ;06.00;1010.00.00;8.234.889.283.195.060;5.012.641.636.536.780;55.474.132.728.419.700;68.00.00;67.00.00;4.125;TG;12.00;130.00.00;
2021;7;07.00;23.08;34.00.00;30.00.00;27.09.00;29.00.00;34.02.00;23.03;-;07.08;97.05.00;     ;07.00;1010.06.00;7.998.236.602.579.160;4.116.132.163.893.550;5.909.072.814.876.580;65.00.00;66.00.00;4.333.333.333.333.330;TG;12.00;160.00.00;
